ID_Cliente,Idade,Salario_anual,Tipo_Propriedade,Tempo_empresa,Proposito_Emprestimo,Pontuacao_emprestimo,Valor_emprestimo,Taxa_juros,Possibilidade_inadimplência,Percentual_Renda_Emprestimo,Historico_inadimplencia,Tempo_primeiro_credito,ID_historico,Codigo_emprestimo
kMe9pj5W-r8OQ,22,69996,Own,2,Medical,C,8000,12.84,0,0.1143,Y,4,a3oyIweI-z3Pl,sBYn2aSw-JId2
pgkgLDCq-oA7D,22,53000,Rent,2,Venture,A,9600,7.66,0,0.1811,N,4,AfsU7mUK-hYXW,BnaMkHTq-BEaL
k7O03fn8-O6li,22,60000,Rent,2,Medical,C,16800,14.65,0,0.2800,Y,4,1y1Hpm5E-vtvb,JlalBZpo-9qmr
lg2E3biC-TSPW,22,52000,Rent,3,Personal,C,12000,13.57,0,0.2308,Y,2,ZwgZ2cY0-rlWN,MK4yMMfy-bTql
sz7L6GwH-AaOZ,22,40000,Rent,2,Venture,A,11200,7.88,0,0.2800,N,2,uozOGqK2-7ahF,h67eeDi4-zCis
dCCsrMiP-ox2f,22,34000,Rent,1,Personal,C,6500,13.22,1,0.1912,Y,3,CEWHnmaE-5TeM,Y7o0rtpf-3Gq6
y0zoae3z-84kp,22,65000,Mortgage,4,Education,A,9000,9.63,0,0.1385,N,3,EYqBQ8ar-kPEE,ov0CUXUi-QuUr
cdXwkcPn-taBM,22,31200,Mortgage,2,Debtconsolidation,A,1050,7.51,1,0.0337,N,4,bRAWXn8s-mScH,y6pGlGEG-YBh5
w0vtaZ0N-M9BM,22,78000,Mortgage,6,Education,B,18000,10.99,0,0.2308,N,3,CeJY6joH-rwfN,2nIHWaHU-GLTG
sF768t1I-uhIw,22,65500,Rent,4,Education,B,17600,10.74,0,0.2687,N,2,dugGSH7b-z1AP,WNWavzdJ-32T3
KcyAOdCZ-hYz4,22,67807,Mortgage,6,Venture,A,6400,7.14,0,0.0944,N,3,QgEcBai5-8l1l,yCZ9yebz-rNar
GrQRoQz4-rqyi,22,49000,Rent,7,Debtconsolidation,C,3000,12.23,1,0.0612,Y,2,QdGzLYxH-9dIs,IhfZXxg0-Kj0x
LRWLzh6B-ssuC,22,85200,Rent,6,Venture,D,20000,15.65,1,0.2347,Y,4,Gv89KsqE-QNMI,mNjtz8vK-AqNX
YiuCHfRp-xmWG,22,31000,Rent,2,Education,A,6500,8.32,0,0.2097,N,3,TiZt7XRY-XO8j,c8YC3fTM-BzYw
iRbNEJki-1ms8,22,66614,Mortgage,6,Medical,E,11000,17.99,1,0.1651,Y,2,1p0zJhTr-MI8A,Bz0p8Gas-BYI7
wmjZvRj6-hP4Y,22,43200,Rent,6,Education,B,5000,12.69,0,0.1157,N,2,rP99uvma-E3zS,ln0BnBwz-ZMoo
Jz61YR6s-T4Mg,22,68000,Rent,7,Personal,B,5000,9.99,0,0.0735,N,3,CNFfKUgP-wiXE,eBYqlNb0-6gmF
fwAcxjyJ-KmH0,22,70000,Rent,5,Personal,A,10000,6.03,0,0.1429,N,3,fKRnwai7-SM4w,C6kjj2bK-jpRm
LdG5OS09-krbl,22,36000,Mortgage,2,Debtconsolidation,A,1800,6.17,0,0.0500,N,4,ERPUq0ly-l2UE,EuvdUbsP-k12v
3Y0U7A0S-JnM9,22,39000,Mortgage,4,Personal,B,3250,10.99,0,0.0833,N,2,C4iJslSP-YIDm,Kti2a1qe-r2s5
8KeGO6EQ-UR0v,22,60000,Mortgage,1,Personal,C,7500,11.66,0,0.1250,N,4,MGWzaKHZ-RIrp,IjSaKA1Y-bRdJ
7SnFxbR8-oHFw,22,125000,Rent,3,Debtconsolidation,A,16000,7.9,0,0.1280,N,2,M1JBiTPT-uDbO,rHtF1Z2C-DpUw
sOw4dYDE-vmnW,22,50000,Mortgage,6,Education,B,13000,10.65,0,0.2600,N,3,89PYf2c3-2wZQ,090nJqX8-FWiM
KXCYa3J2-b2Qw,22,44000,Mortgage,1,Debtconsolidation,B,18900,10.14,0,0.4295,N,2,CzQjzdta-TQmN,xiCLy0Bx-KTnn
bYDg4jUv-YS9w,22,18000,Rent,2,Debtconsolidation,C,5400,15.23,1,0.3000,N,4,aiHz8B9B-27bS,UexnpCXA-ljLy
rz1EWsAa-qLPB,22,24449,Own,2,Venture,B,1800,11.89,0,0.0736,N,4,187qtU8E-YHgw,vanxjNZ8-gDET
Emyty9ui-6Bxb,22,40000,Mortgage,6,Venture,B,4000,10.36,0,0.1000,N,4,rNmGFshK-rgWB,LaOWLJ5K-LSA9
hWKcF4gO-DRyJ,22,80000,Rent,4,Debtconsolidation,A,7000,6.62,0,0.0875,N,3,RAb9vewM-UurP,BGxCqhkz-XXNx
gdkpUx1w-6JT0,22,20400,Rent,5,Medical,C,3250,14.26,1,0.1593,Y,2,5cM2A94X-84IR,zZC1Y3Uz-yhKK
lTyTud2F-49Tf,22,57000,Mortgage,2,Medical,C,5950,13.49,0,0.1044,Y,3,oTsLklki-bWhO,ItShCJr3-bFGD
3tk1Kezb-bCM7,22,70204,Rent,6,Personal,D,15000,15.7,0,0.2137,Y,3,8coedYRE-b1SH,yOC9Mdk5-UQtX
A55lgWm9-EoSa,22,30996,Rent,2,Debtconsolidation,B,8000,11.49,0,0.2581,N,2,2wTNsIdT-Y67C,6brpPF2U-TWFe
dEScL0mM-LpFJ,22,30000,Rent,1,Education,B,8050,12.69,1,0.2683,N,2,Fls8iuoF-xCPu,D3hH3QIL-2oTE
vHh8pG1n-MuFi,22,50000,Mortgage,6,Education,A,4800,6.03,0,0.0960,N,3,bmU5Zw5z-YEUj,pbqaIHPM-xQ7g
rd4Ml3DZ-k7oS,22,70000,Mortgage,1,Medical,A,8400,7.88,0,0.1200,N,2,bSBgoCXz-PtXt,m5rxJCn0-frOf
Fg1juBEG-M3JN,22,30000,Rent,7,Venture,B,10000,11.14,1,0.3333,N,2,rq7EezWC-O1Qr,WhPpAKPP-1NYJ
vth4Cxbb-jONk,22,68000,Mortgage,6,Debtconsolidation,A,16000,7.9,0,0.2353,N,4,1KFDdmpr-kivF,6Z7b6gZT-vnZq
uq3pj7ci-zzXp,22,75000,Rent,6,Personal,C,12000,13.49,0,0.1600,N,2,Tua6E6vm-uJRB,Uj9A3QSw-NHjA
r5DekXfE-USL5,22,40000,Rent,2,Debtconsolidation,B,7000,11.99,0,0.1750,N,3,kOI7QwPJ-eB9b,UlDKeAXF-hM4N
WBXXEW9u-T949,22,30400,Rent,2,Venture,D,10000,12.8,1,0.3289,N,2,Rc7dUSSy-Q8H4,QMeKgPI0-g0Cl
htm5cfEh-fIsC,22,36000,Rent,4,Education,C,10000,13.48,0,0.2778,Y,4,inLMgJMB-w6s0,JsnlZldu-58oA
evB0b6wB-8uKL,22,30004,Rent,6,Medical,B,6600,10.33,0,0.2200,N,2,To3xWFCr-rbuL,2nQIcFTP-Z5RR
E0tE1uxJ-ki5P,22,66300,Rent,4,Medical,E,8000,18.39,1,0.1207,N,4,H5BOqASx-LSNa,jZCFB2rz-QF7T
unI1tvjS-KAa2,22,48000,Rent,6,Medical,A,16500,8.9,1,0.3438,N,4,gS9WGeWO-erP3,5XGur840-wWap
0kwMIhZ9-wFFv,22,30000,Mortgage,6,Venture,B,3000,11.49,0,0.1000,N,2,YjEsfakA-XdmK,axCiIJIf-SreT
K4KyMUlB-05yC,22,68670,Mortgage,5,Education,A,20000,6.91,0,0.2912,N,3,b1ZgHsW8-n5b8,rMaRgTHa-ajtg
qopZAmnR-QTRY,22,48000,Mortgage,6,Medical,A,5000,7.88,0,0.1042,N,2,jIFbYvOd-KIy3,gQRXLXSA-ckUg
BXir6Kv8-ywqg,22,52584,Mortgage,2,Personal,D,6400,14.54,0,0.1217,N,4,mOX6WoKg-oDoZ,AG97PwxZ-ZSx1
trN8IwPt-DBed,22,88000,Mortgage,6,Education,B,5000,11.11,0,0.0568,N,4,iwtGqcxj-JtZZ,N3GhgkZg-GUzX
AnAG7N3k-Awiz,22,58000,Other,3,Venture,C,15000,13.79,0,0.2586,Y,2,5Zp33wS6-6jZj,CuOot00e-CwWd
P0bFzcFf-dyMI,22,30000,Mortgage,3,Education,A,5000,6.91,0,0.1667,N,3,lLDcwwaS-LZ42,59HDQ2fE-9im2
RnhGcPab-Z4vb,22,83000,Mortgage,6,Debtconsolidation,B,5500,11.99,0,0.0663,N,4,mHDMq4M9-Sl6M,ioHvMx10-hMeX
TbSvjuZI-SnE7,22,48000,Rent,1,Medical,B,13000,9.99,0,0.2708,N,2,esEP5b6L-69EF,81E59gGe-XaLk
ZJ5JQfJd-XNaH,22,48000,Mortgage,4,Medical,B,15000,9.88,0,0.3125,N,2,3qHcBYzI-Lopc,FuM8cj8F-c2Cp
pBrKSaJT-ikic,22,65000,Rent,3,Medical,C,9600,11.97,0,0.1477,N,2,qscXznZl-4tgc,tdle7nPO-3btc
SyZfTkFN-SU8K,22,90000,Mortgage,6,Personal,A,6400,5.99,0,0.0711,N,2,3j5oHXTo-XJXB,h97ebjJy-T6qW
bTsRB2hf-kZCv,22,38000,Mortgage,4,Education,A,1950,7.37,0,0.0513,N,4,m0cEMsfZ-opEt,lE0tz1x6-IHCS
dxWmK8rx-HHch,22,60000,Rent,6,Medical,B,7500,9.99,0,0.1250,N,3,mPYU9Cgm-UXvo,AWiZ9RF4-UHRv
s74ZybLn-ZbtZ,22,39300,Mortgage,6,Medical,B,7000,9.62,0,0.1781,N,4,slFBPt3R-GwC2,NE1dWHqf-3SfJ
agYzj7ar-4nys,22,27264,Rent,4,Education,C,5000,13.11,0,0.1834,Y,3,SBccHXvE-7fo3,FbsbhNsv-vp3d
FbKlsgUt-tq14,22,23000,Rent,3,Debtconsolidation,B,3500,10.37,0,0.1522,N,4,wqiPLCjT-BkWR,r7fcts28-wN4O
jH9q6l6e-XCaC,22,90000,Mortgage,3,Education,C,25000,12.73,0,0.2778,N,4,dBI3KoIc-CatG,qUgxhdHc-4muO
YgZhwN7W-QXry,22,48000,Rent,2,Debtconsolidation,A,9000,7.88,0,0.1875,N,2,d1MthkRf-8j00,QkKyU4Q5-aAhz
h4Nl4mLF-QIBZ,22,19200,Rent,3,Medical,C,2850,15.27,0,0.1484,Y,4,514ulYRP-0i7L,lPTf0xwA-3mT4
HLto3BQ4-lBQz,22,54000,Rent,4,Education,E,5000,16.35,1,0.0926,Y,3,E1Zju5np-rZF5,x7GToRYt-Tupf
EdxQFxSR-JLDl,22,66000,Rent,6,Homeimprovement,C,8000,14.65,1,0.1212,Y,4,xwEFId5T-pYWU,n4alasuT-fSEw
LBrzg5e9-bh0c,22,32000,Rent,3,Debtconsolidation,D,4800,16.49,1,0.1500,Y,2,g9Ivi8sb-9IJ9,lnNiTdga-2Y82
3BHBvNCl-0RqR,22,62000,Mortgage,5,Education,B,9000,10,0,0.1452,N,2,YZehXaec-bkHY,PrYPiDgv-vQ9H
dpHIN937-3HXy,22,37000,Mortgage,7,Medical,B,3600,11.71,0,0.0973,N,2,wUuBEXEA-bWUq,q6DigsiI-yD1s
mlxUTDkT-v0Xe,22,15000,Rent,3,Education,B,4000,10.08,1,0.2667,N,2,mEXwF5LG-HTGy,rC7LmK8z-orix
FDyNcUui-LhWM,22,20800,Rent,1,Debtconsolidation,A,7200,6.91,1,0.3462,N,4,JvOYgKUL-MelF,a3QGwLL6-xv5R
vRL7pKAX-cHRw,22,90000,Mortgage,6,Education,B,20000,11.26,0,0.2222,N,2,5jgFbEAT-898O,PXDXuTxb-EanI
7d0xyUs6-wmdF,22,16800,Rent,2,Personal,B,4000,10.25,1,0.2381,N,4,bJmRF8nG-o3Ou,trggC8U3-joLs
onXvHSrD-4aSS,22,55992,Rent,6,Venture,B,14000,12.21,0,0.2500,N,3,1nyxGy5c-Fq1i,0kYplHrj-vP7g
mJGTDjik-rUWE,22,74000,Rent,3,Debtconsolidation,C,5000,13.49,1,0.0676,Y,4,KRrqfEh9-3Fgn,JbW9lIsa-oNhR
MTeSnSIC-EPRR,22,60000,Mortgage,4,Venture,A,3000,6.76,0,0.0500,N,4,CixcQZzC-T0Ua,q8fX3fkS-KFpF
PBMo6RAn-Agl9,22,42000,Rent,3,Personal,C,10000,13.98,0,0.2381,N,2,pwUfFWBe-hWTP,8DoFPbdD-vlzr
pUc5DD0q-JUPQ,22,50000,Rent,4,Medical,B,6000,10.65,0,0.1200,N,2,WomqgkJG-Sw7S,Ow7jD3br-etcF
t2YPtHxk-h6F3,22,59000,Mortgage,4,Education,A,20000,6.91,0,0.3390,N,4,pDiI9904-n8jh,Z16qvED4-Qezf
CmLFifEq-og6k,22,57564,Mortgage,6,Debtconsolidation,B,21000,11.48,0,0.3648,N,3,ieZ7hK5w-g8Ba,2JcY5wmc-fSre
rMcqxKt5-MjmH,22,21000,Mortgage,4,Debtconsolidation,B,3000,11.49,0,0.1429,N,3,JKLOU22e-02ut,lM4aIMAO-1ohS
UxzMeRxb-YBLP,22,82000,Rent,2,Education,B,1600,11.89,0,0.0195,N,2,pHJnE9IH-Jsl9,NZUC4aUM-8HwA
mQlYUiNf-jzic,22,55000,Rent,5,Debtconsolidation,A,6000,7.51,0,0.1091,N,3,Cj32NKkF-2ums,QF7S9erB-ihiY
9rE5EsHv-zfks,22,60000,Mortgage,2,Education,B,3500,9.99,0,0.0583,N,2,tifwRo4b-KDvP,8ftO0r2w-qL9R
kz29HdwI-uSqN,22,36050,Rent,2,Personal,D,6700,14.11,1,0.1859,Y,4,LGkm02Zu-Kf5N,5KlNRGw2-CyCW
jzIZBgDN-Dasc,22,20400,Rent,1,Debtconsolidation,B,4750,11.49,0,0.2328,N,2,bGyufAvR-qnI6,GPoPNB5n-jc7j
o2ZAhud6-daL1,22,43200,Rent,4,Education,D,9000,14.54,0,0.2083,Y,4,2J8DvC8U-DwqO,NTIzFvW9-O1FN
WFCdxJqm-cbo1,22,60000,Mortgage,6,Venture,A,7000,7.14,0,0.1167,N,3,GS6of5WX-ib64,XXSFsgkZ-HnfM
gKguu0EN-grmp,22,14400,Rent,4,Homeimprovement,A,4000,7.29,1,0.2778,N,4,M9HSxmL0-lTgX,4GU5pgDe-L9AO
y4pEWYBn-9PvH,22,72000,Own,1,Venture,B,15000,10.25,0,0.2083,N,4,6PQh0Hls-oRmz,2ZiNj6wr-h4jF
L9LjxrcI-uMbB,22,110000,Rent,6,Medical,A,6400,9.32,0,0.0582,N,4,ehgZXA22-6Dic,lUJNWp9S-G0Zp
qHiu42Bq-qdoc,22,19200,Mortgage,6,Homeimprovement,D,1400,14.91,1,0.0729,Y,4,XO8G8XF0-itEI,fqiyuEYQ-5Qwz
msucpsXN-tljf,22,40000,Rent,6,Education,C,14000,13.11,1,0.3500,Y,3,xB6J7ppL-jRx3,emmXTK8G-Wab5
Xqu9oDNW-RLBx,22,94200,Mortgage,6,Personal,B,20000,8.88,0,0.2123,N,2,dDxAXA0Z-vqXP,0hp1CtqO-eBTT
2YlOM1b3-YIkJ,22,96000,Rent,4,Education,B,3150,6,0,0.0328,N,2,JhJKpSZm-vE2v,FD8tLF5K-PBsh
s7pyJBwl-5piE,22,60000,Mortgage,5,Venture,A,5600,7.49,0,0.0933,N,3,YrpSRAWW-wKy9,Widj4IOW-PoY5
UoU2H0Jl-tcRs,22,33600,Rent,3,Education,B,10000,10.25,0,0.2976,N,3,biBFBQlr-QAKv,K7FCb64r-qtkt
83iuBO6H-NTNb,22,110000,Rent,3,Debtconsolidation,B,12600,10.75,0,0.1145,N,2,YLqn4MZU-PHHv,0Bj86lXi-5zWT
4aSKEPfa-vK8L,22,116000,Mortgage,3,Debtconsolidation,B,12000,10.25,0,0.1034,N,4,nRliETn1-7xcP,9O0taQGL-tpaR
5BrdDgLF-LzmU,22,55000,Rent,6,Education,A,5000,6.91,0,0.0909,N,2,cNDFl3YT-8yyB,lwa7l9zy-Xwkh
nfq9aCe1-KJj5,22,74500,Mortgage,6,Venture,C,8000,15.96,0,0.1074,N,3,qpZl0arQ-P0Zv,WHAo9aUd-sqSM
s5wkrP34-cR8L,22,103000,Mortgage,6,Personal,B,15000,9.63,1,0.1456,N,4,X5bNpUip-nm4l,BxbbE7WH-CdlL
B2r7BZjc-UMNt,22,58900,Rent,2,Medical,C,14900,13.57,0,0.2530,N,3,KaO7e98q-Tiig,alkMGwgH-Gj4f
s35PuRuK-m0Rn,22,88000,Rent,6,Venture,B,28000,9.91,1,0.3182,N,3,Qmbi9lEM-BQzA,PbA4rBjq-ooxH
u9LpQe55-ZOBC,22,65100,Rent,3,Education,E,6000,16.2,0,0.0922,N,4,4hnNMDG2-lUHN,cXiRxARO-WIkg
n5XOs5Bp-4p59,22,60000,Rent,6,Personal,A,14000,6.03,0,0.2333,N,2,y57t68KE-j89p,tmeYuodL-eetk
aIE5JiG8-8RNF,22,47540,Mortgage,4,Medical,B,12250,10.62,0,0.2577,N,2,RoRQeLWI-q6pA,dPLn7DBG-JKo7
XGrCoDSO-o1xh,22,41000,Rent,2,Debtconsolidation,D,3600,16.77,1,0.0878,Y,3,wnkIY26E-YjPD,Xf5yXYgw-c8Dj
EF6ZgCkD-8S7G,22,42000,Rent,2,Education,A,6500,5.99,0,0.1548,N,2,ie7wWwFR-9G15,5hcf3Flx-cs9J
C9Tj4BGw-fHNO,22,60000,Mortgage,7,Venture,C,7000,13.61,0,0.1167,Y,3,IPMEQYQo-8fih,d6j4DYZn-WQDr
G2KQmH5s-9Xwc,22,130000,Mortgage,3,Venture,B,24250,12.18,0,0.1865,N,4,jJcYMoQg-o6xZ,j1yIbTSY-csm7
scTZnna2-sKAr,22,34000,Mortgage,6,Venture,D,15000,15.99,1,0.4412,Y,2,BqhFPN34-7Tgh,NXmbqj5w-08mb
L9pICM7G-EhDD,22,65000,Own,1,Venture,D,5000,15.37,0,0.0769,N,4,HaJdpRlC-WLQA,XfmTGJqY-K48c
IfWGWFOE-mGib,22,40000,Mortgage,5,Debtconsolidation,B,8000,9.76,0,0.2000,N,4,tfD72JXk-9rsz,1E6xy71L-LL1B
HfSoxpR2-BpGS,22,51000,Rent,6,Education,A,7500,5.99,0,0.1471,N,3,EFghUSJv-nj0e,upPqHIaA-c8sB
9xXWDDow-m4Xq,22,28800,Mortgage,2,Medical,A,10000,7.49,0,0.3472,N,2,KHB4chHe-u7vG,ZNH2wYXz-josC
CIAz4bzW-BX2m,22,14400,Rent,5,Venture,A,2800,6.54,1,0.1944,N,3,2QJLYbjY-pIbm,WAq4U09x-TYIS
85D193sz-EEW2,22,57600,Own,6,Venture,A,6500,7.49,0,0.1128,N,3,8pKTiRpQ-pyxD,d76Sf5d9-YrdL
Y2RxYZhT-qEaT,22,36000,Rent,1,Personal,A,1000,7.68,0,0.0278,N,4,HafWA2vP-oztQ,n7DRRvRp-Cf8R
rBANNmvr-IONk,22,60000,Rent,6,Medical,B,6000,11.99,0,0.1000,N,3,DXyaBl59-4uxH,NcHQDaRk-uS5B
oeW6zzuX-39Ty,22,35000,Rent,1,Venture,C,8000,12.41,0,0.2286,N,3,JUdHvywU-USRt,YkIMmsWT-1dxu
SEa4ROkI-JwIC,22,44000,Rent,5,Homeimprovement,B,15000,11.11,1,0.3409,N,3,RTGQjdcI-3ohM,KY4b8e0G-fS2K
yYFHGWKS-2el6,22,45000,Rent,3,Medical,A,5800,7.88,0,0.1289,N,3,dwuGjAyP-cd2C,m7NH5fyU-ciQa
Cgiz5JTc-oCDD,22,30000,Rent,1,Personal,B,9375,11.71,1,0.3125,N,2,WApNTEbA-j2Dt,nxD2vNix-P4Pm
gwKlHUhX-Qe24,22,43000,Rent,2,Debtconsolidation,A,14400,7.88,1,0.3349,N,2,XkdZqNym-Zk23,GOjOtXoO-IjrJ
uGXnKBLp-sXtj,22,48000,Rent,6,Debtconsolidation,A,16500,8.9,1,0.3438,N,3,iQ3ZWJPf-InUs,mI8M1Zda-EaBj
YG1dgp30-tcPo,22,69500,Rent,6,Debtconsolidation,B,6000,10.65,0,0.0863,N,4,WAGI1BiY-pElH,PEK2wb16-Bxxd
fIhbC2ZO-GRDJ,22,75000,Mortgage,6,Venture,D,25000,15.57,1,0.3333,Y,4,t7NbG4bJ-SWC7,NlQgQ98a-4saj
HvGmEj8R-dUuy,22,36000,Rent,1,Debtconsolidation,A,6000,7.51,0,0.1667,N,2,NxTNPDPY-FYHm,DlYwZZYG-bbk1
I2CAxe5e-CyR0,22,58650,Mortgage,6,Medical,D,25000,14.96,1,0.4263,N,2,Mp8pRWf3-BkIP,KSQ2rmNY-YyRN
pNnqq0Ql-mXDg,22,51000,Rent,6,Personal,A,7500,5.99,0,0.1471,N,2,jgLTv4dz-RrbJ,c3aDZaHQ-Yz61
xmcKk4GB-QE3N,22,69996,Mortgage,6,Venture,B,10000,10,0,0.1429,N,4,ZXsi9uSO-UFS1,2FiPf3k8-1bR3
q1gu0D9d-10uc,22,42000,Rent,6,Education,B,2000,10.36,0,0.0476,N,4,YDSF8B1Z-OTpU,Ih89jyLH-MLIk
MG4SzDil-encl,22,56000,Mortgage,3,Education,D,10075,16.29,0,0.1799,Y,4,j6IXbO04-FHhz,rCTPiZ7i-jqZD
CkhutU6u-HhMt,22,18204,Rent,2,Debtconsolidation,B,2500,11.89,0,0.1373,N,4,R7ibKOuM-9Gw5,pHWKI8Xk-nnTL
uRNxxnYC-QQ5N,22,48000,Rent,6,Debtconsolidation,C,8000,12.99,0,0.1667,Y,3,4ILOKs0O-yWAQ,twUSOfsZ-ofyI
vRvHb1B2-veQR,22,63000,Rent,2,Debtconsolidation,A,5000,7.74,0,0.0794,N,3,k2JAdhH7-Q8Fb,I4bDyQFL-j38a
6CayGFnn-ZxWf,22,85000,Mortgage,4,Medical,A,12000,6.91,0,0.1412,N,3,X2HFwlfX-TLSD,U8PY2IIf-CAnp
MtLOuu32-cO4M,22,73000,Mortgage,6,Venture,A,7000,7.49,0,0.0959,N,2,BRn0sZTW-7GRA,PiCjLMqk-yEKv
Hl3MFQEt-I1Ki,22,24000,Own,5,Medical,B,8000,9.91,0,0.3333,N,2,O6FNhK0Z-3uK9,WmwGCL62-wElg
z9GKA6gE-UXaT,22,60000,Mortgage,5,Education,B,8800,10.37,0,0.1467,N,4,bXppPN2K-WE0D,QbHhqGdS-aJh0
OlDlGTfu-h7ON,22,78000,Mortgage,3,Education,E,16000,16.45,0,0.2051,N,3,fDdHx7h0-1Xwq,E6wTT8vj-UuEQ
2oP16JhG-F8XW,22,66000,Own,6,Education,A,5000,7.9,0,0.0758,N,4,FQdHlns2-0FWk,63e82hHt-teRu
H3x7s6vv-71FP,22,68250,Rent,4,Education,F,6000,19.13,0,0.0879,Y,3,Tped7bZT-QIPT,O7T0uM2z-qa18
GfMbBXlK-dfOD,22,68000,Rent,7,Medical,B,15000,10.37,0,0.2206,N,3,lnm8hY3H-zDjj,TATI5hmR-3qC7
yZckRDIy-nd6r,22,38272,Own,6,Medical,B,4800,9.99,0,0.1254,N,2,z2BNli7I-X039,gHv9nQo1-oDi5
kRsP7Cy9-1wXM,22,73000,Mortgage,3,Medical,B,17000,11.99,0,0.2329,N,3,Q6b3v5Km-lNd4,7IZb3wLs-u6EN
gnEgOIEj-8ato,22,32000,Rent,2,Venture,C,10000,13.22,1,0.3125,N,3,TfUlan3h-KTk5,LhOctYN4-la2N
ilrJ6rZq-CX13,22,70000,Rent,6,Education,D,29100,15.99,1,0.4157,N,3,byXUM2Ms-LsfZ,tDQetWZn-PAi6
FNqtI3Um-KhcY,22,30000,Own,6,Venture,A,6000,7.49,0,0.2000,N,3,fxYl6IhU-1p6c,0CA3ryIJ-pmoT
Zu8IQzTZ-418X,22,78000,Mortgage,3,Education,A,12000,6.54,0,0.1538,N,3,GNXat2KI-ln5t,thCP3Jkb-LU9s
1TE6ZkoF-oFJW,22,24000,Mortgage,2,Education,D,3975,13.87,0,0.1656,N,3,PckTgrqB-qr6W,5wyEEPSo-QWxA
nQkhPGo0-sQMl,22,66396,Mortgage,6,Education,C,15000,13.48,0,0.2259,N,2,8PS6ZnO5-EPp4,lpqkoYXE-Hzkr
MJv0GJ8Y-65i6,22,34404,Rent,2,Homeimprovement,D,7500,15.05,1,0.2180,N,2,KgfBUl54-4M75,dXMAa21X-7y7l
SAylr7X0-QGjz,22,33000,Rent,4,Medical,A,6500,6.17,0,0.1970,N,4,nSPj12WH-yDmA,iPRm65Pz-dZum
3YNWGIjI-c7NO,22,42996,Mortgage,7,Homeimprovement,C,12000,13.79,1,0.2791,N,4,cOtZFjM1-zlWE,Wrdwy7Kl-vRkw
cxGW1K9Q-oxXw,22,30000,Rent,4,Debtconsolidation,E,13250,16.4,1,0.4417,Y,3,ETeO1zXy-zU4Z,m8PLYbvp-bvTK
qit5xohQ-TqnJ,22,21600,Own,5,Personal,A,5000,7.9,0,0.2315,N,3,DLpc52HC-1NYz,QnbGAgz0-bPvz
CQfWG65x-x3zX,22,39000,Rent,6,Homeimprovement,C,6000,13.22,1,0.1538,Y,2,yP0OC2qE-aHrx,4AjxHXse-1Nf6
1iqKQzS8-YiHh,22,56400,Rent,2,Education,A,9500,8.9,0,0.1684,N,2,NU2Idk7R-mwr8,utr7EhhD-ntol
5Wz4XdqA-p95J,22,49000,Mortgage,6,Education,A,10000,8,1,0.2041,N,2,lQv1NjO4-niec,e79WAJka-XLlG
PPh94eIX-dZBa,22,97000,Mortgage,4,Debtconsolidation,B,14000,11.48,1,0.1443,N,2,7xEjsaYM-8nfc,H0heIouE-uHu3
4qYrqJ1x-BwOQ,22,61000,Mortgage,6,Education,A,2100,6.62,0,0.0344,N,3,7WdEUFYu-ER63,71M8byeD-PR9e
z2FwNOgk-DBOo,22,33000,Rent,6,Education,B,9000,11.99,0,0.2727,N,4,TDfr497L-cIxs,RiI28CBY-HXCA
hSQbsdWq-Qp8o,22,80000,Mortgage,5,Medical,B,9500,11.71,0,0.1188,N,2,bt2TbTpM-YJqQ,EMJUkrx0-pann
3QW9cgOB-j6Hp,22,60000,Rent,6,Venture,D,7800,15.21,0,0.1300,N,4,8UylE0ZX-R0hd,o2X6D0nQ-KrHb
Hqd9HHgA-cYYs,22,18000,Rent,6,Medical,B,4000,11.49,1,0.2222,N,4,kmQtKIgg-NxNX,U1kZJj0F-cd8v
tY0ppgRf-ZWlB,22,52000,Rent,3,Medical,D,12750,18.25,1,0.2452,N,4,ZogAKiga-XT0o,csYwen6l-i1h9
0HBMYFf4-aEkq,22,100000,Rent,3,Medical,A,1200,8.59,0,0.0120,N,2,YnisGrik-kXTR,4TD3AB67-wdtv
AZ7nZSJk-9irl,22,27000,Mortgage,2,Debtconsolidation,B,5000,12.18,0,0.1852,N,4,r0P5zhcz-aeua,cODJBwXS-08MW
xMMdFxG0-otkm,22,50004,Mortgage,5,Education,D,14000,15.58,0,0.2800,N,4,AhvDl6qE-fFuN,Ekc61OLR-yH6x
nRS5dKgj-hA4a,22,60000,Rent,6,Education,A,4000,7.51,0,0.0667,N,3,O4Lhrsu2-4FwM,BRLYeNcR-O30F
vXD9AtZs-4fIw,22,49000,Rent,7,Personal,A,7500,6.62,0,0.1531,N,3,Pq3EexbE-sKrg,mx6eQYbB-pQP4
Pu3wxrhK-HE3U,22,42000,Rent,3,Medical,B,4000,8.88,0,0.0952,N,4,AJLjsHir-5UyN,aF1qBRZi-GTQ7
JErNX8Ig-DWQK,22,90000,Rent,7,Venture,A,12000,5.79,0,0.1333,N,2,EYIbBkQM-3iOn,EBC4fYHR-YYYt
CNGYSTsr-R1z8,22,15360,Own,7,Homeimprovement,B,2500,12.53,1,0.1628,N,3,o3ESgEgy-2BNR,BINB4wmU-JKdr
uKoT4Irh-Ywcm,22,34800,Rent,7,Venture,G,9600,19.16,1,0.2759,Y,4,Hop4v5bc-0yic,eNAynnij-JUkt
